누적확진율,격리해제,사망자수,확진자수,누적검사,검사중,결과음성,날짜,누적검사완료,치료중
1.956229267,202754,2197,232938,12567090,659590,11674562,2021-08-20,11907500,27987
1.96183021,204498,2202,234725,12632591,667998,11729868,2021-08-21,11964593,28025
1.971911127,206257,2215,236351,12664332,678447,11749534,2021-08-22,11985885,27879
1.980611882,207584,2222,237768,12694018,689243,11767007,2021-08-23,12004775,27962
1.983781699,209174,2228,239275,12749751,688192,11822284,2021-08-24,12061559,27873
1.993794379,211154,2237,241429,12806608,697586,11867593,2021-08-25,12109022,28038
2.001538639,212860,2257,243311,12866797,710599,11912887,2021-08-26,12156198,28194
2.007877595,214659,2265,245148,12927789,718479,11964162,2021-08-27,12209310,28224
2.01742456,216974,2276,246939,12983486,743177,11993370,2021-08-28,12240309,27689
2.028493976,218713,2279,248558,13015921,762594,12004769,2021-08-29,12253327,27566
2.035704845,220346,2284,250043,13049678,766807,12032828,2021-08-30,12282871,27413
2.036809746,221688,2285,251413,13094711,751241,12092057,2021-08-31,12343470,27440
2.048611282,224305,2292,253437,13152140,780979,12117724,2021-09-01,12371161,26840
2.059060084,226206,2303,255397,13223511,819939,12148175,2021-09-02,12403572,26888
2.063198116,228603,2308,257105,13286677,825198,12204374,2021-09-03,12461479,26194
2.071293661,230390,2315,258908,13350356,850535,12240913,2021-09-04,12499821,26203
2.081845124,232317,2321,260398,13382733,874694,12247641,2021-09-05,12508039,25760
2.089933076,233678,2327,261773,13416743,891318,12263652,2021-09-06,12525425,25768
2.093323421,235209,2330,263370,13468412,886983,12318059,2021-09-07,12581429,25831
2.102950836,237270,2334,265417,13519664,898494,12355753,2021-09-08,12621170,25813
2.110860713,238901,2343,267466,13568869,897924,12403479,2021-09-09,12670945,26222
2.116540437,240716,2348,269359,13615055,888674,12457022,2021-09-10,12726381,26295
2.123843897,242944,2358,271223,13665460,895077,12499160,2021-09-11,12770383,25921
2.133681795,244445,2359,272978,13704173,910419,12520776,2021-09-12,12793754,26174
2.142162206,245491,2360,274411,13735740,925739,12535590,2021-09-13,12810001,26560
2.142920551,247647,2367,275919,13790239,914400,12599920,2021-09-14,12875839,25905
2.150752106,249820,2380,277984,13839087,914120,12646983,2021-09-15,12924967,25784
2.158191291,252028,2386,279926,13890499,920101,12690472,2021-09-16,12970398,25512
2.165770632,254078,2389,281934,13938955,921233,12735788,2021-09-17,13017722,25467
2.173282266,256012,2394,284021,13986615,917857,12784737,2021-09-18,13068758,25615
2.184628916,257447,2403,285930,14020498,932234,12802334,2021-09-19,13088264,26080
2.195344709,259008,2409,287534,14050974,953532,12809908,2021-09-20,13097442,26117
2.20552024,260088,2413,289263,14081284,965875,12826146,2021-09-21,13115409,26762
2.218798684,261810,2419,290983,14112435,997996,12823456,2021-09-22,13114439,26754
2.231550868,262840,2427,292698,14151069,1034720,12823651,2021-09-23,13116349,27431
2.237305194,264490,2434,295127,14221682,1030500,12896055,2021-09-24,13191182,28203
2.25560835,266411,2441,298397,14285337,1056223,12930717,2021-09-25,13229114,29545
2.27653947,268140,2450,301165,14325932,1096862,12927905,2021-09-26,13229070,30575
2.291636673,269132,2456,303546,14365928,1120111,12942271,2021-09-27,13245817,31958
2.301204401,270928,2464,305834,14425565,1135394,12984337,2021-09-28,13290171,32442
2.312881819,272724,2474,308715,14485251,1137617,13038919,2021-09-29,13347634,33517
2.323893799,274205,2481,311276,14544246,1149658,13083312,2021-09-30,13394588,34590
0,0,5625,635243,19364122,0,0,2022-01-01,0,0
0,0,5694,639074,19456900,0,0,2022-01-02,0,0
0,0,5730,642199,19546883,0,0,2022-01-03,0,0
0,0,5781,645220,19671880,0,0,2022-01-04,0,0
0,0,5838,649661,19778824,0,0,2022-01-05,0,0
0,0,5887,653783,19875047,0,0,2022-01-06,0,0
0,0,5932,657496,19971712,0,0,2022-01-07,0,0
0,0,5986,661003,20046220,0,0,2022-01-08,0,0
0,0,6037,664374,20099870,0,0,2022-01-09,0,0
0,0,6071,667379,20148476,0,0,2022-01-10,0,0
0,0,6114,670471,20215297,0,0,2022-01-11,0,0
0,0,6166,674854,20277357,0,0,2022-01-12,0,0
0,0,6210,679018,20329715,0,0,2022-01-13,0,0
0,0,6259,683556,20389154,0,0,2022-01-14,0,0
0,0,6281,687975,20446099,0,0,2022-01-15,0,0
0,0,6310,692164,20489023,0,0,2022-01-16,0,0
0,0,6333,696018,20527722,0,0,2022-01-17,0,0
0,0,6378,700080,20588481,0,0,2022-01-18,0,0
0,0,6452,705883,20649522,0,0,2022-01-19,0,0
0,0,6480,712483,20709568,0,0,2022-01-20,0,0
0,0,6501,719249,20765930,0,0,2022-01-21,0,0
0,0,6529,726253,20838500,0,0,2022-01-22,0,0
0,0,6540,733879,20892539,0,0,2022-01-23,0,0
0,0,6565,741390,20943638,0,0,2022-01-24,0,0
0,0,6588,749960,21026346,0,0,2022-01-25,0,0
0,0,6620,762969,21110639,0,0,2022-01-26,0,0
0,0,6654,777483,21196354,0,0,2022-01-27,0,0
0,0,6678,793576,21269304,0,0,2022-01-28,0,0
0,0,6712,811089,21377393,0,0,2022-01-29,0,0
0,0,6732,828611,21448119,0,0,2022-01-30,0,0
0,0,6755,845688,21518073,0,0,2022-01-31,0,0
0,0,6772,864026,21595841,0,0,2022-02-01,0,0
0,0,6787,884294,21654236,0,0,2022-02-02,0,0
0,0,6812,907200,21733998,0,0,2022-02-03,0,0
0,0,6836,934638,21828007,0,0,2022-02-04,0,0
0,0,6858,970983,21938020,0,0,2022-02-05,0,0
0,0,6873,1009672,22006879,0,0,2022-02-06,0,0
0,0,6886,1044955,22072870,0,0,2022-02-07,0,0
0,0,6922,1081672,22072870,0,0,2022-02-08,0,0
0,0,6943,1131239,22072870,0,0,2022-02-09,0,0
0,0,6963,1185361,22072870,0,0,2022-02-10,0,0
0,0,7012,1239264,22072870,0,0,2022-02-11,0,0
0,0,7045,1294199,22072870,0,0,2022-02-12,0,0
0,0,7081,1350627,22072870,0,0,2022-02-13,0,0
0,0,7102,1405244,22072870,0,0,2022-02-14,0,0
0,0,7163,1462408,22072870,0,0,2022-02-15,0,0
0,0,7202,1552843,22072870,0,0,2022-02-16,0,0
0,0,7238,1645975,22072870,0,0,2022-02-17,0,0
0,0,7283,1755798,22072870,0,0,2022-02-18,0,0
0,0,7354,1858008,22072870,0,0,2022-02-19,0,0
0,0,7405,1962822,22072870,0,0,2022-02-20,0,0
0,0,7450,2058161,22072870,0,0,2022-02-21,0,0
0,0,7508,2157730,22072870,0,0,2022-02-22,0,0
0,0,7607,2329172,22072870,0,0,2022-02-23,0,0
0,0,7689,2499187,22072870,0,0,2022-02-24,0,0
0,0,7783,2665074,22072870,0,0,2022-02-25,0,0
0,0,7895,2831256,22072870,0,0,2022-02-26,0,0
0,0,7944,2994817,22072870,0,0,2022-02-27,0,0
0,0,8058,3134441,22072870,0,0,2022-02-28,0,0
0,0,8170,3273431,22072870,0,0,2022-03-01,0,0
0,0,8266,3492659,22072870,0,0,2022-03-02,0,0
0,0,8394,3691459,22072870,0,0,2022-03-03,0,0
0,0,8579,3958309,22072870,0,0,2022-03-04,0,0
0,0,8795,4212636,22072870,0,0,2022-03-05,0,0
0,0,8956,4456261,22072870,0,0,2022-03-06,0,0
0,0,9095,4666970,22072870,0,0,2022-03-07,0,0
0,0,9281,4869672,22072870,0,0,2022-03-08,0,0
0,0,9439,5212101,22072870,0,0,2022-03-09,0,0
0,0,9645,5539639,22072870,0,0,2022-03-10,0,0
0,0,9874,5822612,22072870,0,0,2022-03-11,0,0
0,0,10143,6206229,22072870,0,0,2022-03-12,0,0
0,0,10394,6556411,22072870,0,0,2022-03-13,0,0
0,0,10594,6866190,22072870,0,0,2022-03-14,0,0
0,0,10887,7228473,22072870,0,0,2022-03-15,0,0
0,0,11051,7629066,22072870,0,0,2022-03-16,0,0
0,0,11480,8250270,22072870,0,0,2022-03-17,0,0
0,0,11781,8657109,22072870,0,0,2022-03-18,0,0
0,0,12100,9038522,22072870,0,0,2022-03-19,0,0
0,0,12427,9373175,22072870,0,0,2022-03-20,0,0
0,0,12756,9582314,22072870,0,0,2022-03-21,0,0
0,0,13140,9936142,22072870,0,0,2022-03-22,0,0
0,0,13431,10426913,22072870,0,0,2022-03-23,0,0
0,0,13900,10822439,22072870,0,0,2022-03-24,0,0
0,0,14293,11161890,22072870,0,0,2022-03-25,0,0
0,0,14616,11497431,22072870,0,0,2022-03-26,0,0
0,0,14898,11815506,22072870,0,0,2022-03-27,0,0
0,0,15185,12002688,22072870,0,0,2022-03-28,0,0
0,0,15422,12350188,22072870,0,0,2022-03-29,0,0
0,0,15854,12774654,22072870,0,0,2022-03-30,0,0
0,0,16229,13095337,22072870,0,0,2022-03-31,0,0
0,0,16589,13375568,22072870,0,0,2022-04-01,0,0
0,0,16928,13639688,22072870,0,0,2022-04-02,0,0
0,0,17234,13873953,22072870,0,0,2022-04-03,0,0
0,0,17452,14001116,22072870,0,0,2022-04-04,0,0
0,0,17661,14267201,22072870,0,0,2022-04-05,0,0
0,0,18032,14553448,22072870,0,0,2022-04-06,0,0
0,0,18380,14778232,22072870,0,0,2022-04-07,0,0
0,0,18753,14983531,22072870,0,0,2022-04-08,0,0
0,0,19091,15169056,22072870,0,0,2022-04-09,0,0
0,0,19420,15333512,22072870,0,0,2022-04-10,0,0
0,0,19678,15424429,22072870,0,0,2022-04-11,0,0
0,0,19849,15635144,22072870,0,0,2022-04-12,0,0
0,0,20033,15830526,22072870,0,0,2022-04-13,0,0
0,0,20351,15978935,22072870,0,0,2022-04-14,0,0
0,0,20615,16104735,22072870,0,0,2022-04-15,0,0
0,0,20888,16212617,22072780,0,0,2022-04-16,0,0
0,0,21091,16305595,22072870,0,0,2022-04-17,0,0
0,0,21223,16353325,22072870,0,0,2022-04-18,0,0
0,0,21353,16471787,22072870,0,0,2022-04-19,0,0
0,0,21519,16583076,22072870,0,0,2022-04-20,0,0
0,0,21666,16673919,22072870,0,0,2022-04-21,0,0
0,0,21872,16754952,22072870,0,0,2022-04-22,0,0
0,0,22023,16830375,22072870,0,0,2022-04-23,0,0
0,0,22132,16895079,22072870,0,0,2022-04-24,0,0
0,0,22242,16929440,22072870,0,0,2022-04-25,0,0
0,0,22324,17009707,22072870,0,0,2022-04-26,0,0
0,0,22465,17086471,22072870,0,0,2022-04-27,0,0
0,0,22587,17143917,22072870,0,0,2022-04-28,0,0
0,0,22723,17194473,22072870,0,0,2022-04-29,0,0
0,0,22793,17237717,22072870,0,0,2022-04-30,0,0
0,0,22874,17275477,22072870,0,0,2022-05-01,0,0
0,0,22957,17295553,22072870,0,0,2022-05-02,0,0
0,0,23006,17346659,22072870,0,0,2022-05-03,0,0
0,0,23078,17395705,22072870,0,0,2022-05-04,0,0
0,0,23157,17437984,22072870,0,0,2022-05-05,0,0
0,0,23205,17464662,22072870,0,0,2022-05-06,0,0
0,0,23288,17504225,22072870,0,0,2022-05-07,0,0
0,0,23359,17544273,22072870,0,0,2022-05-08,0,0
0,0,23399,17564861,22072870,0,0,2022-05-09,0,0
0,0,23461,17614757,22072870,0,0,2022-05-10,0,0
0,0,23490,17658638,22072870,0,0,2022-05-11,0,0
0,0,23553,17694520,22072870,0,0,2022-05-12,0,0
0,0,23605,17726955,22072870,0,0,2022-05-13,0,0
0,0,23660,17756527,22072870,0,0,2022-05-14,0,0
0,0,23708,17781952,22072870,0,0,2022-05-15,0,0
0,0,23743,17795242,22072870,0,0,2022-05-16,0,0
0,0,23770,17830327,22072870,0,0,2022-05-17,0,0
0,0,23801,17861660,22072870,0,0,2022-05-18,0,0
0,0,23841,17889769,22072870,0,0,2022-05-19,0,0
0,0,23884,17914882,22072870,0,0,2022-05-20,0,0
0,0,23910,17938332,22072870,0,0,2022-05-21,0,0
0,0,23964,17957621,22072870,0,0,2022-05-22,0,0
0,0,23986,17967592,22072870,0,0,2022-05-23,0,0
0,0,24005,17993923,22072870,0,0,2022-05-24,0,0
0,0,24028,18017859,22072870,0,0,2022-05-25,0,0
0,0,24062,18036664,22072870,0,0,2022-05-26,0,0
0,0,24102,18053236,22072870,0,0,2022-05-27,0,0
0,0,24138,18067610,22072870,0,0,2022-05-28,0,0
0,0,24157,18080257,22072870,0,0,2022-05-29,0,0
0,0,24166,18086392,22072870,0,0,2022-05-30,0,0
0,0,24175,18103577,22072870,0,0,2022-05-31,0,0
0,0,24196,18119345,22072870,0,0,2022-06-01,0,0
0,0,24211,18129224,22072870,0,0,2022-06-02,0,0
0,0,24228,18141754,22072870,0,0,2022-06-03,0,0
0,0,24237,18153783,22072870,0,0,2022-06-04,0,0
0,0,24257,18163615,22072870,0,0,2022-06-05,0,0
0,0,24278,18168637,22072870,0,0,2022-06-06,0,0
0,0,24298,18174804,22072870,0,0,2022-06-07,0,0
0,0,24304,18188153,22072870,0,0,2022-06-08,0,0
0,0,24322,18200302,22072870,0,0,2022-06-09,0,0
0,0,24340,18209608,22072870,0,0,2022-06-10,0,0
0,0,24350,18218046,22072870,0,0,2022-06-11,0,0
0,0,24370,18225423,22072870,0,0,2022-06-12,0,0
0,0,24387,18229246,22072870,0,0,2022-06-13,0,0
0,0,24389,18239008,22072870,0,0,2022-06-14,0,0
0,0,24398,18248422,22072870,0,0,2022-06-15,0,0
0,0,24406,18256364,22072870,0,0,2022-06-16,0,0
0,0,24415,18263556,22072870,0,0,2022-06-17,0,0
0,0,24426,18270377,22072870,0,0,2022-06-18,0,0
0,0,24440,18276443,22072870,0,0,2022-06-19,0,0
0,0,24450,18279976,22072870,0,0,2022-06-20,0,0
0,0,24462,18289265,22072870,0,0,2022-06-21,0,0
0,0,24473,18298231,22072870,0,0,2022-06-22,0,0
0,0,24487,18305719,22072870,0,0,2022-06-23,0,0
0,0,24497,18312935,22072870,0,0,2022-06-24,0,0
0,0,24515,18319708,22072870,0,0,2022-06-25,0,0
0,0,24521,18325946,22072870,0,0,2022-06-26,0,0
0,0,24524,18329369,22072870,0,0,2022-06-27,0,0
0,0,24529,18339262,22072870,0,0,2022-06-28,0,0
0,0,24536,18349716,22072870,0,0,2022-06-29,0,0
0,0,24546,18359307,22072870,0,0,2022-06-30,0,0
0,0,24554,18368824,22072870,0,0,2022-07-01,0,0
0,0,24561,18379525,22072870,0,0,2022-07-02,0,0
0,0,24569,18389573,22072870,0,0,2022-07-03,0,0
0,0,24573,18395822,22072870,0,0,2022-07-04,0,0
0,0,24575,18413942,22072870,0,0,2022-07-05,0,0
0,0,24582,18433301,22072870,0,0,2022-07-06,0,0
0,0,24592,18451799,22072870,0,0,2022-07-07,0,0
0,0,24604,18471097,22072870,0,0,2022-07-08,0,0
0,0,24623,18491357,22072870,0,0,2022-07-09,0,0
0,0,24642,18511754,22072870,0,0,2022-07-10,0,0
0,0,24660,18524435,22072870,0,0,2022-07-11,0,0
0,0,24667,18561766,22072870,0,0,2022-07-12,0,0
0,0,24679,18602014,22072870,0,0,2022-07-13,0,0
0,0,24695,18641158,22072870,0,0,2022-07-14,0,0
0,0,24711,18680000,22072870,0,0,2022-07-15,0,0
0,0,24727,18721303,22072870,0,0,2022-07-16,0,0
0,0,24741,18761129,22072870,0,0,2022-07-17,0,0
0,0,24752,18787908,22072870,0,0,2022-07-18,0,0
0,0,24764,18861450,22072870,0,0,2022-07-19,0,0
0,0,24776,18937795,22072870,0,0,2022-07-20,0,0
0,0,24793,19008926,22072870,0,0,2022-07-21,0,0
0,0,24824,19077520,22072870,0,0,2022-07-22,0,0
0,0,24854,19146028,22072870,0,0,2022-07-23,0,0
0,0,24872,19211401,22072870,0,0,2022-07-24,0,0
0,0,24889,19247261,22072870,0,0,2022-07-25,0,0
0,0,24906,19346477,22072870,0,0,2022-07-26,0,0
0,0,24931,19446717,22072870,0,0,2022-07-27,0,0
0,0,24956,19535065,22072870,0,0,2022-07-28,0,0
0,0,24991,19620354,22072870,0,0,2022-07-29,0,0
0,0,25026,19702325,22072870,0,0,2022-07-30,0,0
0,0,25046,19775884,22072870,0,0,2022-07-31,0,0
0,0,25067,19820538,22072870,0,0,2022-08-01,0,0
0,0,25083,19932291,22072870,0,0,2022-08-02,0,0
0,0,25109,20052173,22072870,0,0,2022-08-03,0,0
0,0,25143,20160027,22072870,0,0,2022-08-04,0,0
0,0,25190,20272882,22072870,0,0,2022-08-05,0,0
0,0,25235,20383501,22072870,0,0,2022-08-06,0,0
0,0,25262,20488969,22072870,0,0,2022-08-07,0,0
0,0,25291,20544231,22072870,0,0,2022-08-08,0,0
0,0,25331,20694097,22072870,0,0,2022-08-09,0,0
0,0,25381,20845787,22072870,0,0,2022-08-10,0,0
0,0,25440,20982950,22072870,0,0,2022-08-11,0,0
0,0,25498,21111590,22072870,0,0,2022-08-12,0,0
0,0,25565,21236135,22072870,0,0,2022-08-13,0,0
0,0,25622,21355681,22072870,0,0,2022-08-14,0,0
0,0,25672,21417737,22072870,0,0,2022-08-15,0,0
0,0,25709,21501742,22072870,0,0,2022-08-16,0,0
0,0,25751,21682395,22072870,0,0,2022-08-17,0,0
0,0,25812,21860883,22072870,0,0,2022-08-18,0,0
0,0,25895,21999631,22072870,0,0,2022-08-19,0,0
0,0,25979,22128971,22072870,0,0,2022-08-20,0,0
0,0,26043,22239879,22072870,0,0,2022-08-21,0,0
0,0,26108,22298898,22072870,0,0,2022-08-22,0,0
0,0,26160,22449064,22072870,0,0,2022-08-23,0,0
0,0,26223,22588367,22072870,0,0,2022-08-24,0,0
0,0,26331,22701686,22072870,0,0,2022-08-25,0,0
0,0,26412,22802779,22072870,0,0,2022-08-26,0,0
0,0,26498,22898265,22072870,0,0,2022-08-27,0,0
0,0,26568,22983498,22072870,0,0,2022-08-28,0,0
0,0,26617,23026612,22072870,0,0,2022-08-29,0,0
0,0,26688,23142227,22072870,0,0,2022-08-30,0,0
0,0,26763,23246075,22072870,0,0,2022-08-31,0,0
0,0,26875,23327609,22072870,0,0,2022-09-01,0,0
0,0,26939,23417164,22072870,0,0,2022-09-02,0,0
0,0,27013,23496885,22072870,0,0,2022-09-03,0,0
0,0,27092,23569012,22072870,0,0,2022-09-04,0,0
0,0,27148,23606542,22072870,0,0,2022-09-05,0,0
0,0,27192,23706364,22072870,0,0,2022-09-06,0,0
0,0,27248,23791862,22072870,0,0,2022-09-07,0,0
0,0,27312,23864479,22072870,0,0,2022-09-08,0,0
0,0,27380,23933868,22072870,0,0,2022-09-09,0,0
0,0,27428,23976548,22072870,0,0,2022-09-10,0,0
0,0,27475,24004748,22072870,0,0,2022-09-11,0,0
0,0,27497,24041671,22072870,0,0,2022-09-12,0,0
0,0,27532,24098929,22072870,0,0,2022-09-13,0,0
0,0,27592,24192858,22072870,0,0,2022-09-14,0,0
0,0,27664,24264302,22072870,0,0,2022-09-15,0,0
0,0,27724,24316150,22072870,0,0,2022-09-16,0,0
0,0,27781,24359572,22072870,0,0,2022-09-17,0,0
0,0,27827,24394315,22072870,0,0,2022-09-18,0,0
0,0,27866,24413704,22072870,0,0,2022-09-19,0,0
0,0,27890,24461567,22072870,0,0,2022-09-20,0,0
0,0,27949,24502823,22072870,0,0,2022-09-21,0,0
0,0,28008,24535813,22072870,0,0,2022-09-22,0,0
0,0,28076,24564896,22072870,0,0,2022-09-23,0,0
0,0,28139,24594218,22072870,0,0,2022-09-24,0,0
0,0,28212,24619990,22072870,0,0,2022-09-25,0,0
0,0,28245,24634144,22072780,0,0,2022-09-26,0,0
0,0,28271,24673554,22072870,0,0,2022-09-27,0,0
0,0,28317,24709682,22072870,0,0,2022-09-28,0,0
0,0,28363,24740521,22072870,0,0,2022-09-29,0,0
0,0,28405,24768984,22072870,0,0,2022-09-30,0,0
0,0,32219,29116662,22072870,0,0,2023-01-01,0,0
0,0,32272,29139386,22072870,0,0,2023-01-02,0,0
0,0,32301,29220425,22072870,0,0,2023-01-03,0,0
0,0,32355,29298979,22072870,0,0,2023-01-04,0,0
0,0,32421,29363073,22072870,0,0,2023-01-05,0,0
0,0,32496,29420027,22072870,0,0,2023-01-06,0,0
0,0,32556,29473758,22072870,0,0,2023-01-07,0,0
0,0,32590,29520501,22072870,0,0,2023-01-08,0,0
0,0,32625,29539590,22072870,0,0,2023-01-09,0,0
0,0,32669,29599614,22072870,0,0,2023-01-10,0,0
0,0,32745,29653947,22072870,0,0,2023-01-11,0,0
0,0,32816,29697896,22072870,0,0,2023-01-12,0,0
0,0,32867,29737622,22072870,0,0,2023-01-13,0,0
0,0,32912,29774267,22072870,0,0,2023-01-14,0,0
0,0,32949,29806827,22072870,0,0,2023-01-15,0,0
0,0,32984,29820957,22072870,0,0,2023-01-16,0,0
0,0,33014,29861141,22072870,0,0,2023-01-17,0,0
0,0,33057,29898037,22072870,0,0,2023-01-18,0,0
0,0,33104,29927843,22072870,0,0,2023-01-19,0,0
0,0,33134,29955251,22072870,0,0,2023-01-20,0,0
0,0,33185,29982710,22072870,0,0,2023-01-21,0,0
0,0,33209,29999327,22072870,0,0,2023-01-22,0,0
0,0,33235,30008544,22072870,0,0,2023-01-23,0,0
0,0,33245,30020794,22072870,0,0,2023-01-24,0,0
0,0,33270,30040321,22072870,0,0,2023-01-25,0,0
0,0,33296,30075407,22072870,0,0,2023-01-26,0,0
0,0,33332,30107118,22072870,0,0,2023-01-27,0,0
0,0,33361,30130645,22072870,0,0,2023-01-28,0,0
0,0,33390,30149509,22072870,0,0,2023-01-29,0,0
0,0,33420,30156921,22072870,0,0,2023-01-30,0,0
0,0,33444,30176538,22072870,0,0,2023-01-31,0,0
0,0,33486,30196952,22072870,0,0,2023-02-01,0,0
0,0,33522,30213808,22072870,0,0,2023-02-02,0,0
0,0,33552,30228769,22072870,0,0,2023-02-03,0,0
0,0,33574,30243280,22072870,0,0,2023-02-04,0,0
0,0,33596,30257291,22072870,0,0,2023-02-05,0,0
0,0,33614,30263138,22072870,0,0,2023-02-06,0,0
0,0,33624,30279250,22072870,0,0,2023-02-07,0,0
0,0,33646,30297177,22072870,0,0,2023-02-08,0,0
0,0,33680,30311839,22072870,0,0,2023-02-09,0,0
0,0,33697,30325343,22072870,0,0,2023-02-10,0,0
0,0,33713,30338101,22072870,0,0,2023-02-11,0,0
0,0,33736,30350143,22072870,0,0,2023-02-12,0,0
0,0,33747,30355311,22072870,0,0,2023-02-13,0,0
0,0,33758,30369679,22072870,0,0,2023-02-14,0,0
0,0,33782,30384628,22072870,0,0,2023-02-15,0,0
0,0,33804,30397143,22072870,0,0,2023-02-16,0,0
0,0,33832,30408579,22072870,0,0,2023-02-17,0,0
0,0,33844,30419178,22072870,0,0,2023-02-18,0,0
0,0,33856,30429448,22072870,0,0,2023-02-19,0,0
0,0,33865,30433770,22072870,0,0,2023-02-20,0,0
0,0,33873,30445641,22072870,0,0,2023-02-21,0,0
0,0,33887,30458717,22072870,0,0,2023-02-22,0,0
0,0,33909,30469560,22072870,0,0,2023-02-23,0,0
0,0,33929,30479611,22072870,0,0,2023-02-24,0,0
0,0,33940,30489563,22072870,0,0,2023-02-25,0,0
0,0,33946,30498770,22072870,0,0,2023-02-26,0,0
0,0,33961,30502794,22072870,0,0,2023-02-27,0,0
0,0,33977,30513605,22072870,0,0,2023-02-28,0,0
0,0,33988,30525893,22072870,0,0,2023-03-01,0,0
0,0,34003,30533448,22072870,0,0,2023-03-02,0,0
0,0,34014,30543856,22072870,0,0,2023-03-03,0,0
0,0,34020,30554985,22072870,0,0,2023-03-04,0,0
0,0,34025,30564793,22072870,0,0,2023-03-05,0,0
0,0,34034,30569088,22072870,0,0,2023-03-06,0,0
0,0,34049,30581369,22072870,0,0,2023-03-07,0,0
0,0,34061,30594160,22072870,0,0,2023-03-08,0,0
0,0,34081,30605045,22072870,0,0,2023-03-09,0,0
0,0,34093,30615380,22072870,0,0,2023-03-10,0,0
0,0,34096,30625140,22072870,0,0,2023-03-11,0,0
0,0,34103,30634473,22072870,0,0,2023-03-12,0,0
0,0,34115,30638670,22072870,0,0,2023-03-13,0,0
0,0,34121,30650069,22072870,0,0,2023-03-14,0,0
0,0,34131,30661967,22072870,0,0,2023-03-15,0,0
0,0,34148,30671899,22072870,0,0,2023-03-16,0,0
0,0,34155,30680964,22072870,0,0,2023-03-17,0,0
0,0,34159,30690223,22072870,0,0,2023-03-18,0,0
0,0,34162,30699030,22072870,0,0,2023-03-19,0,0
0,0,34171,30702960,22072870,0,0,2023-03-20,0,0
0,0,34178,30714976,22072870,0,0,2023-03-21,0,0
0,0,34187,30728057,22072870,0,0,2023-03-22,0,0
0,0,34201,30739457,22072870,0,0,2023-03-23,0,0
0,0,34211,30749447,22072870,0,0,2023-03-24,0,0
0,0,34217,30759895,22072870,0,0,2023-03-25,0,0
0,0,34220,30769256,22072870,0,0,2023-03-26,0,0
0,0,34223,30773460,22072870,0,0,2023-03-27,0,0
0,0,34231,30785589,22072870,0,0,2023-03-28,0,0
0,0,34245,30798723,22072870,0,0,2023-03-29,0,0
0,0,34255,30809762,22072870,0,0,2023-03-30,0,0
0,0,34265,30820130,22072870,0,0,2023-03-31,0,0
0,0,34270,30829827,22072870,0,0,2023-04-01,0,0
0,0,34274,30839551,22072870,0,0,2023-04-02,0,0
0,0,34281,30843900,22072870,0,0,2023-04-03,0,0
0,0,34289,30857275,22072870,0,0,2023-04-04,0,0
0,0,34296,30871740,22072870,0,0,2023-04-05,0,0
0,0,34309,30883824,22072870,0,0,2023-04-06,0,0
0,0,34318,30894559,22072870,0,0,2023-04-07,0,0
0,0,34322,30904502,22072870,0,0,2023-04-08,0,0
0,0,34324,30914055,22072870,0,0,2023-04-09,0,0
0,0,34332,30918060,22072870,0,0,2023-04-10,0,0
0,0,34342,30930504,22072870,0,0,2023-04-11,0,0
0,0,34356,30944430,22072870,0,0,2023-04-12,0,0
0,0,34361,30956026,22072870,0,0,2023-04-13,0,0
0,0,34366,30967692,22072870,0,0,2023-04-14,0,0
0,0,34368,30978954,22072870,0,0,2023-04-15,0,0
0,0,34372,30989142,22072870,0,0,2023-04-16,0,0
0,0,34376,30994088,22072870,0,0,2023-04-17,0,0
0,0,34386,31009261,22072870,0,0,2023-04-18,0,0
0,0,34392,31025769,22072870,0,0,2023-04-19,0,0
0,0,34401,31039863,22072870,0,0,2023-04-20,0,0
0,0,34408,31053459,22072870,0,0,2023-04-21,0,0
0,0,34413,31066725,22072870,0,0,2023-04-22,0,0
0,0,34419,31078559,22072870,0,0,2023-04-23,0,0
0,0,34427,31083586,22072870,0,0,2023-04-24,0,0
0,0,34434,31098403,22072870,0,0,2023-04-25,0,0
0,0,34449,31114786,22072870,0,0,2023-04-26,0,0
0,0,34460,31129070,22072870,0,0,2023-04-27,0,0
0,0,34471,31142861,22072870,0,0,2023-04-28,0,0
0,0,34474,31157272,22072870,0,0,2023-04-29,0,0
0,0,34479,31170886,22072870,0,0,2023-04-30,0,0
0,0,34487,31176660,22072870,0,0,2023-05-01,0,0
0,0,34497,31192401,22072870,0,0,2023-05-02,0,0
0,0,34505,31212598,22072870,0,0,2023-05-03,0,0
0,0,34512,31232744,22072870,0,0,2023-05-04,0,0
0,0,34518,31251203,22072870,0,0,2023-05-05,0,0
0,0,34804,31728115,22072870,0,0,2023-06-01,0,0
0,0,34815,31747839,22072870,0,0,2023-06-02,0,0
0,0,34815,31766502,22072870,0,0,2023-06-03,0,0
0,0,34824,31782676,22072870,0,0,2023-06-04,0,0
0,0,34827,31789625,22072870,0,0,2023-06-05,0,0
0,0,34831,31809086,22072870,0,0,2023-06-06,0,0
0,0,0,31824304,22072870,0,0,2023-06-07,0,0
0,0,34856,31844692,22072870,0,0,2023-06-08,0,0
0,0,34876,31865907,22072870,0,0,2023-06-09,0,0
0,0,34881,31883679,22072870,0,0,2023-06-10,0,0
0,0,34889,31899685,22072870,0,0,2023-06-11,0,0
